,label,relax_work,relaxed,energy,energy_fu,nform,volume,volume_fu,xc,elabel,gga,algo,isif,nelm,prec,ediff,encut,ispin,lasph,lreal,lwave,ncore,nedos,sigma,ismear,nelmin,nwrite,icorelevel,aexx,isym,kpar,time,lvhar,lhfcalc,hfscreen,lmaxfock,precfock,ldau,ldauj,ldaul,ldauu,lmaxmix,ldautype,type,group,seed_name,energy_pa,energy_pa_ref
86,4Ag2SE-200803-155105-23faf9,87f49396-ce46-42fc-bb9c-de898dff0a22,168373,-41.9060612,-10.4765153,4.0,248.25186385135595,62.06296596283899,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.492171766666667,0.06050970499999986
87,4Ag2SE-200803-155105-142cb9,c6f6f14c-cccc-49c1-a048-7657a13e2a05,168583,-42.3953179,-10.598829475,4.0,236.27421246937132,59.06855311734283,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5329431583333335,0.019738313333333313
88,4Ag2SE-200803-155103-eb592e,fd42a96c-1b3e-4deb-ab17-771bf4dcd6b3,169909,-42.36805353,-10.5920133825,4.0,236.69622452489563,59.17405613122391,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5306711275,0.02201034416666703
89,4Ag2SE-200803-155103-c95bf0,4a442203-3d5f-4c27-9eff-99be07b5ea13,168329,-42.10098654,-10.525246635,4.0,237.55746247549143,59.38936561887286,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.508415545,0.04426592666666673
90,4Ag2SE-200803-155103-b20a45,9ed8dcae-2aaf-4d58-af85-aa800b951e03,168315,-42.22634379,-10.5565859475,4.0,230.7920318959201,57.698007973980026,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5188619825000003,0.03381948916666655
91,4Ag2SE-200803-155103-9fd959,94ef80a2-0dd8-4a99-abfc-732727d16784,168705,-42.0692551,-10.517313775,4.0,238.99626893723897,59.74906723430974,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.505771258333333,0.04691021333333367
92,4Ag2SE-200803-155103-9bafea,06b8a9b4-d44c-4421-a956-8853dc857d06,168796,-42.20078845,-10.5501971125,4.0,235.96579549498628,58.99144887374657,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.516732370833333,0.03594910083333369
93,4Ag2SE-200803-155103-911d01,333d0d01-0f45-4aa3-aa2b-005fe0ca3de0,168776,-42.02151075,-10.5053776875,4.0,231.06800311362187,57.76700077840547,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5017925625,0.050888909166666885
94,4Ag2SE-200803-155103-76661c,9ca29bf6-4a67-4bab-b78d-d2eb6be03c4a,168708,-42.28676896,-10.57169224,4.0,224.54387179915477,56.13596794978869,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5238974133333336,0.028784058333333196
95,4Ag2SE-200803-155103-5dc314,3c163602-cc22-4bc1-80b5-48f334e70b14,168841,-42.39349154,-10.598372885,4.0,228.27748281803508,57.06937070450877,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5327909616666666,0.019890510000000194
96,4Ag2SE-200803-155103-123401,19079d8b-27b5-4f55-9668-9f3b725d050b,168556,-42.00229239,-10.5005730975,4.0,227.89779875704673,56.97444968926168,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5001910325,0.052490439166666736
97,4Ag2SE-200803-155103-07ed21,112b337a-677b-4851-9631-ec55f4f0485b,168418,-42.3192562,-10.57981405,4.0,231.9563358862943,57.98908397157358,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5266046833333333,0.02607678833333349
98,4Ag2SE-200803-155101-108121,a93857c2-421f-4395-bfe8-af3212cd564c,168683,-42.03247228,-10.50811807,4.0,233.6250343485954,58.40625858714885,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5027060233333334,0.04997544833333345
99,4Ag2SE-200803-155101-0903f7,75e42208-2d2e-49c7-b93f-9a90a727b8e9,168485,-42.46080923,-10.6152023075,4.0,231.46844590563867,57.86711147640967,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.538400769166667,0.014280702499999798
100,4Ag2SE-200803-154828-f34e30,5ad8cc0d-d4ac-4490-ac4c-756a8e35db76,168594,-42.20044654,-10.550111635,4.0,229.47723981065457,57.36930995266364,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5167038783333333,0.0359775933333335
101,4Ag2SE-200803-154823-68ab56,9774fa2f-e9ec-4565-b449-7f53ac265af1,168615,-42.15060975,-10.5376524375,4.0,251.17682785416437,62.79420696354109,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5125508125000002,0.04013065916666658
102,4Ag2SE-200803-154822-c7f0c0,adcc2332-015e-42b8-89a8-3270ef21a322,168724,-42.06679918,-10.516699795,4.0,236.7220396718969,59.18050991797423,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.505566598333333,0.04711487333333375
103,4Ag2SE-200803-154822-aff4ac,daf1c926-2130-4c30-ba26-012aa37fcb99,168597,-42.37843128,-10.59460782,4.0,230.21987324946713,57.55496831236678,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.53153594,0.021145531666666884
104,4Ag2SE-200803-154822-971683,dca8746f-c4b0-4b51-b08d-e5e62517c834,168431,-42.26694631,-10.5667365775,4.0,230.86260786804604,57.71565196701151,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5222455258333336,0.0304359458333332
105,4Ag2SE-200803-154822-65bbd6,ade2da07-2ad1-4db1-9579-c25c4e04da36,168336,-42.18140506,-10.545351265,4.0,243.15348524637616,60.78837131159404,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5151170883333336,0.03756438333333323
106,4Ag2SE-200803-154822-415491,c6b34ba5-ba37-40ad-9f8d-75867f02880e,168888,-42.11284676,-10.52821169,4.0,239.82534043403197,59.95633510850799,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5094038966666665,0.04327757500000029
107,4Ag2SE-200803-154822-2ed163,14d440cf-2b03-4e54-be54-44d691fbc443,168496,-42.09570474,-10.523926185,4.0,237.4492279000223,59.36230697500557,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5079753950000003,0.04470607666666648
108,4Ag2SE-200803-154822-1f72d8,02c3542c-8d28-4540-aac7-94f5673cd437,168295,-42.05409442,-10.513523605,4.0,235.28710112614203,58.82177528153551,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.504507868333333,0.04817360333333376
109,4Ag2SE-200803-154821-11dd41,ee2d6153-385e-4056-aace-0a833afe1885,168488,-42.20742838,-10.551857095,4.0,225.43862985677956,56.35965746419489,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5172856983333336,0.035395773333333214
110,4Ag2SE-200803-154820-e44678,badf1fb6-3c35-4f91-98db-87cc77f7aa94,168421,-42.14273353,-10.5356833825,4.0,233.6956929398902,58.42392323497255,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5118944608333336,0.04078701083333325
111,4Ag2SE-200803-154819-8714c2,ba19308b-e2f9-4495-8aa7-92c577b462f3,168538,-42.01083633,-10.5027090825,4.0,252.85203053925082,63.213007634812705,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5009030274999997,0.051778444166667104
112,4Ag2SE-200803-154818-bc0905,b265a6f5-0da4-412e-9aec-ac13cc2cd48a,168553,-42.02973266,-10.507433165,4.0,250.83186848655495,62.70796712163874,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5024777216666667,0.0502037500000001
113,4Ag2SE-200803-154818-7b548c,e6925c14-8029-446a-b065-75af630041f9,168805,-42.45140022,-10.612850055,4.0,234.1954218761856,58.5488554690464,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5376166849999997,0.015064786666667107
114,4Ag2SE-200803-154818-535103,e5f1d953-fced-48e7-aa6d-a669fab16ce4,168662,-42.46293205,-10.6157330125,4.0,231.39473363282582,57.848683408206455,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5385776708333334,0.014103800833333402
115,4Ag2SE-200803-154818-51eb2b,b1fde294-8ded-46e5-936f-bcbdac6a1dee,168302,-42.19645059,-10.5491126475,4.0,224.56544199557248,56.14136049889312,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2SE,-3.5163708825,0.03631058916666685
116,4Ag2Se_TETRA_OPT-200811-114946-c48389,2d33097c-9784-40f3-ad52-6859762d351e,189743,-42.29067408,-10.57266852,4.0,228.96355033118328,57.24088758279582,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.52422284,0.028458631666666623
117,4Ag2Se_TETRA_OPT-200811-114927-e13688,810c0e8a-89cd-4156-aef4-86ce14356436,191499,-42.41611007,-10.6040275175,4.0,244.0767308676926,61.01918271692315,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.534675839166667,0.01800563249999998
118,4Ag2Se_TETRA_OPT-200811-114703-5b3907,bdfca4ba-619f-4a89-b330-d1646a165a08,189309,-42.36386318,-10.590965795,4.0,238.40139896811664,59.60034974202916,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.5303219316666667,0.022359540000000067
119,4Ag2Se_TETRA_OPT-200811-114441-d1a7f9,6daf5cba-5cec-4023-a9bc-5fb38ae0889d,189461,-42.20102152,-10.55025538,4.0,278.5890433706122,69.64726084265305,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.516751793333333,0.035929678333333825
120,4Ag2Se_TETRA_OPT-200811-114156-2f21e6,63d73883-b561-4eb9-8c43-3b025f2992d9,189989,-42.21986467,-10.5549661675,4.0,262.6922199805162,65.67305499512905,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.5183220558333335,0.03435941583333335
121,4Ag2Se_TETRA_OPT-200811-114140-17fa09,cd71c23d-5da5-46dd-8f5b-2f4b08f523ab,189365,-42.35367993,-10.5884199825,4.0,243.6594694133329,60.91486735333323,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.5294733275,0.023208144166666944
122,4Ag2Se_TETRA_OPT-200811-113935-51901b,9bc3dca8-9c19-40fc-a091-f8a039aab0e4,189338,-42.29682872,-10.57420718,4.0,229.2328096361104,57.3082024090276,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.5247357266666666,0.027945745000000244
123,4Ag2Se_TETRA_OPT-200811-113933-94933b,a779dfd0-ed77-4347-8f6b-a1f1e59408ab,189496,-42.6316345,-10.657908625,4.0,232.54305578726323,58.13576394681581,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.552636208333333,4.526333333387811e-05
124,4Ag2Se_TETRA_OPT-200811-113814-63485e,9cf875eb-bd7b-4fea-8f44-c424ca9f00f7,189845,-42.22929606,-10.557324015,4.0,226.24334351991675,56.56083587997919,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.519108005,0.03357346666666672
125,4Ag2Se_TETRA_OPT-200811-113620-a248fd,b5c81f30-2067-4455-8568-98b22adcfb94,189131,-42.62792328,-10.65698082,4.0,232.07043714094294,58.017609285235736,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.55232694,0.00035453166666687963
126,4Ag2Se_TETRA_OPT-200811-113554-963f23,d4e06cce-677f-40b0-a2d7-372a11b85783,189570,-42.51247946,-10.628119865,4.0,227.64587820036752,56.91146955009188,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.542706621666667,0.009974849999999869
127,4Ag2Se_TETRA_OPT-200811-113542-9a49c5,3b64a94a-6200-4c64-8fcf-6b368fc0e77d,189274,-42.37530524,-10.59382631,4.0,234.87150293154608,58.71787573288652,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.5312754366666668,0.021406035000000045
128,4Ag2Se_TETRA_OPT-200811-112932-93a30c,60e8ee37-5ce6-424e-bd23-78fe7ed2f75c,189868,-42.07169169,-10.5179229225,4.0,226.41081292517794,56.602703231294484,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.5059743075000003,0.04670716416666654
129,4Ag2Se_TETRA_OPT-200811-112847-7f57ec,77ba1b00-342c-4fa4-80b6-d6e6b33ca8bd,191458,-42.01588087,-10.5039702175,4.0,249.14346304909807,62.28586576227452,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.501323405833333,0.05135806583333391
130,4Ag2Se_TETRA_OPT-200811-112731-9dbe2b,b76b3b4e-11b5-471d-ad7a-263221357675,189458,-42.46244981,-10.6156124525,4.0,230.81400663379293,57.70350165844823,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.538537484166667,0.014143987499999788
131,4Ag2Se_TETRA_OPT-200811-112654-584e22,7425dc2a-3e1c-4499-9c83-d30e3277a6df,190077,-42.28537244,-10.57134311,4.0,229.35168103724055,57.33792025931014,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.523781036666667,0.028900434999999725
132,4Ag2Se_TETRA_OPT-200811-112602-bca768,d2dbe329-1e6b-4526-b998-77521f233bf0,189787,-41.83452746,-10.458631865,4.0,251.34066813831853,62.835167034579634,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.4862106216666664,0.06647085000000041
133,4Ag2Se_TETRA_OPT-200811-111924-474490,52ba768c-dd56-4a58-ac8d-70bf0592dc55,189941,-42.05028642,-10.512571605,4.0,246.4434401990369,61.610860049759225,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.5041905349999998,0.04849093666666704
134,4Ag2Se_TETRA_OPT-200811-111852-58c5e7,731e50cd-6cd6-4fb6-b268-c122f0506c2d,189512,-42.36702752,-10.59175688,4.0,235.36775736636173,58.84193934159043,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.530585626666667,0.022095844999999947
135,4Ag2Se_TETRA_OPT-200811-111441-de43c7,9e6f7d72-2e06-4494-b775-99c855fc3b74,190140,-42.37456151,-10.5936403775,4.0,243.23632694664707,60.80908173666177,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.5312134591666666,0.02146801250000019
136,4Ag2Se_TETRA_OPT-200811-111101-e5b589,bd8f67f6-43b8-431e-8631-a9635f8bf598,189117,-42.53464344,-10.63366086,4.0,240.99838583136233,60.24959645784058,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.5445536200000003,0.008127851666666519
137,4Ag2Se_TETRA_OPT-200811-110921-e7be11,aa9e8056-98df-4ae9-91e1-e04a9ae7ea86,189820,-42.02988705,-10.5074717625,4.0,251.5905955026042,62.89764887565105,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.5024905875,0.05019088416666673
138,4Ag2Se_TETRA_OPT-200811-110759-3dbbf9,c35ab7dd-a372-4928-8ea5-2b62296943ce,189254,-42.37352351,-10.5933808775,4.0,234.89644951236843,58.72411237809211,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.5311269591666665,0.02155451250000029
139,4Ag2Se_TETRA_OPT-200811-110637-2ea6d9,e776ff38-bed4-450f-9502-c608bdbc82c4,189320,-42.32477577,-10.5811939425,4.0,223.9403858374733,55.98509645936832,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.5270646475,0.025616824166666774
140,4Ag2Se_TETRA_OPT-200811-110223-7f1f52,7dd47804-406a-43da-bf9f-bf877d607aed,189757,-42.12709269,-10.5317731725,4.0,222.7147538990363,55.67868847475908,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.5105910574999997,0.042090414166667145
141,4Ag2Se_TETRA_OPT-200811-110131-f2240a,2426fd01-dc18-477b-bb11-da8a00b36e0f,191075,-42.35646426,-10.589116065,4.0,236.18491939894582,59.046229849736456,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.5297053550000004,0.022976116666666435
142,4Ag2Se_TETRA_OPT-200811-110129-e9424c,9dd9e885-698c-4c8e-909d-560d34a2aa32,190162,-42.19935355,-10.5498383875,4.0,239.9024605781619,59.97561514454048,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.5166127958333333,0.03606867583333351
143,4Ag2Se_TETRA_OPT-200811-104912-7c37bf,1a2d8ebf-7a7d-44a0-a9fb-e2d5845c0ce4,190270,-42.21355632,-10.55338908,4.0,239.54886173086757,59.88721543271689,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.51779636,0.034885111666666635
144,4Ag2Se_TETRA_OPT-200811-104906-e4d956,aabc1227-758a-4d80-8f28-fb9c7bf8038e,189823,-42.25258289,-10.5631457225,4.0,235.75331700047914,58.938329250119786,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.5210485741666666,0.0316328975000002
145,4Ag2Se_TETRA_OPT-200811-104233-8e1a56,08d9df8d-fc97-4d67-b315-e7a99bd895b9,191510,-42.22675192,-10.55668798,4.0,244.75430994422737,61.18857748605684,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.518895993333333,0.033785478333333785
146,4Ag2Se_TETRA_OPT-200811-104108-ca4aa6,6b3dc8a5-94c2-4b60-99b0-ef554499ba1a,189703,-42.00878983,-10.5021974575,4.0,252.02850216609582,63.007125541523955,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.5007324858333333,0.051948985833333516
147,4Ag2Se_TETRA_OPT-200811-103236-da7a87,97e68ebd-b240-4901-8cae-131e5f9b5185,189784,-42.33727556,-10.58431889,4.0,235.55037144242687,58.887592860606716,pbesol,relax__structure,ps,normal,3,200,accurate,1.2e-05,550,2,True,False,False,12,2000,0.05,0,4,1,1.0,,,,,,,,,,,,,,,,AIRSS,ag2se/run2/airss-refine-structure,4Ag2Se_TETRA_OPT,-3.528106296666667,0.024575174999999838
